ts_utc,pod,container,cpu_milli,memory_mi,restarts,phase
2026-05-19T14:10:44Z,formbricks-587b784596-zgjn5,formbricks,4,472,0,Running
2026-05-19T14:10:44Z,formbricks-cube-75c545885c-fvq82,cube,1,95,0,Running
2026-05-19T14:10:44Z,formbricks-hub-6d86596db9-7xckk,hub,2,10,0,Running
2026-05-19T14:10:44Z,formbricks-hub-embeddings-6fccdb4db9-57hrs,hub-embeddings,6520,3043,0,Running
2026-05-19T14:10:44Z,formbricks-hub-worker-65979d44f9-wlb7v,hub-worker,7,8,0,Running
2026-05-19T14:10:51Z,formbricks-587b784596-qlf9g,formbricks,3,457,1,Running
2026-05-19T14:10:51Z,formbricks-587b784596-zgjn5,formbricks,4,472,0,Running
2026-05-19T14:10:51Z,formbricks-cube-75c545885c-fvq82,cube,1,95,0,Running
2026-05-19T14:10:51Z,formbricks-hub-6d86596db9-7xckk,hub,2,10,0,Running
2026-05-19T14:10:51Z,formbricks-hub-embeddings-6fccdb4db9-57hrs,hub-embeddings,6017,3040,0,Running
2026-05-19T14:10:51Z,formbricks-hub-worker-65979d44f9-wlb7v,hub-worker,7,9,0,Running
2026-05-19T14:10:58Z,formbricks-587b784596-qlf9g,formbricks,3,457,1,Running
2026-05-19T14:10:58Z,formbricks-587b784596-zgjn5,formbricks,4,472,0,Running
2026-05-19T14:10:58Z,formbricks-cube-75c545885c-fvq82,cube,1,95,0,Running
2026-05-19T14:10:58Z,formbricks-hub-6d86596db9-7xckk,hub,2,10,0,Running
2026-05-19T14:10:58Z,formbricks-hub-embeddings-6fccdb4db9-57hrs,hub-embeddings,6017,3040,0,Running
2026-05-19T14:10:58Z,formbricks-hub-worker-65979d44f9-wlb7v,hub-worker,7,9,0,Running
2026-05-19T14:11:05Z,formbricks-587b784596-qlf9g,formbricks,4,457,1,Running
2026-05-19T14:11:05Z,formbricks-587b784596-zgjn5,formbricks,3,472,0,Running
2026-05-19T14:11:05Z,formbricks-cube-75c545885c-fvq82,cube,1,95,0,Running
2026-05-19T14:11:05Z,formbricks-hub-6d86596db9-7xckk,hub,1,10,0,Running
2026-05-19T14:11:05Z,formbricks-hub-embeddings-6fccdb4db9-57hrs,hub-embeddings,6110,3041,0,Running
2026-05-19T14:11:05Z,formbricks-hub-worker-65979d44f9-wlb7v,hub-worker,7,9,0,Running
